kode,nama
21.01.04.2001,gunung kijang
21.01.04.2002,malang rapat
21.01.04.2003,teluk bakau
21.01.04.1005,kawal
21.01.06,bintan timur
21.01.06.1008,kijang kota
21.01.06.1009,sungai lekop
21.01.06.1010,gunung lengkuas
21.01.06.1011,sungai enam
21.01.07,bintan utara
21.01.07.1001,tanjung uban kota
21.01.07.1002,tanjung uban utara
21.01.07.1003,tanjung uban selatan
21.01.07.2005,lancang kuning
21.01.07.1011,tanjung uban timur
21.01.08,teluk bintan
21.01.08.2001,bintan buyu
21.01.08.2002,pangkil
21.01.08.2003,penaga
21.01.08.2004,pengujan
21.01.08.2005,tembeling
21.01.08.1006,tembeling tanjung
21.01.09,tambelan
21.01.09.1001,teluk sekuni
21.01.09.2002,batu lepuk
21.01.09.2003,kampung hilir
21.01.09.2004,kampung melayu
21.01.09.2005,pulau mentebung
21.01.09.2006,pulau pinang
21.01.09.2007,kukup
21.01.09.2008,pengikik
21.01.10,telok sebong
21.01.10.2001,berakit
21.01.10.2002,ekang anculai
21.01.10.2003,pengudang
21.01.10.2004,sebong lagoi
21.01.10.2005,sebong pereh
21.01.10.2006,sri bintan
21.01.10.1007,kota baru
21.01.12,toapaya
21.01.12.2001,toapaya
21.01.12.2002,toapaya utara
21.01.12.2003,toapaya selatan
21.01.12.1004,toapaya asri
21.01.13,mantang
21.01.13.2001,mantang baru
21.01.13.2002,mantang besar
21.01.13.2003,mantang lama
21.01.13.2004,dendun
21.01.14,bintan pesisir
21.01.14.2001,kelong
21.01.14.2002,mapur
21.01.14.2003,numbing
21.01.14.2004,air gelubi
21.01.15,seri kuala lobam
21.01.15.2001,busung
21.01.15.2002,teluk sasah
21.01.15.1003,teluk lobam
21.01.15.2004,kuala sempang
21.01.15.1005,tanjung permai
21.02,kab. karimun
21.02.01,moro
21.02.01.1003,moro
21.02.01.2004,pauh
21.02.01.2005,sugie
21.02.01.2006,keban
21.02.01.2007,selat mie
21.02.01.2008,tanjung pelanduk
21.02.01.2009,jang
21.02.01.1010,moro timur
21.02.01.2011,niur permai
21.02.01.2012,rawajaya
21.02.01.2013,buluh patah
21.02.01.2014,pulaumoro
21.02.02,kundur
21.02.02.1001,tanjungbatu barat
21.02.02.1002,tanjungbatu kota
21.02.02.2004,sebesi
21.02.02.2005,sei ungar
21.02.02.2006,lubuk
21.02.02.1009,gading sari
21.02.03,karimun
21.02.03.1001,tanjungbalai
21.02.03.1002,telukair
21.02.03.1003,sungailakam timur
21.02.03.2004,parit
21.02.03.2005,tulang
21.02.03.1006,lubuk semut
21.02.03.1007,tanjungbalai kota
21.02.03.1008,sungailakam barat
21.02.03.2009,selatmendaun
21.02.04,meral
21.02.04.1001,meral kota
21.02.04.1002,baran barat
21.02.04.1003,sei raya
21.02.04.1006,baran timur
21.02.04.1007,sungai pasir
21.02.04.1008,parit benut
21.02.05,tebing
21.02.05.1001,tebing
21.02.05.1002,teluk uma
21.02.05.1003,kapling
21.02.05.1004,pamak
21.02.05.2007,pongkar
21.02.05.1008,harjosari
21.02.06,buru
21.02.06.1001,buru
21.02.06.1002,lubuk puding
21.02.06.2003,tanjung hutan
21.02.06.2004,tanjung batu kecil
21.02.07,kundur utara
21.02.07.2003,sei ungar utara
21.02.07.2004,teluk radang
21.02.07.2010,perayun
21.02.07.1012,tanjungberlian kota
21.02.07.2013,tanjungberlian barat
21.02.08,kundur barat
21.02.08.1001,sawang
21.02.08.2002,sawang selatan
21.02.08.2003,sawang laut
21.02.08.2004,kundur
21.02.08.2005,gemuruh
21.02.09,durai
21.02.09.2002,sanglar
21.02.09.2003,tanjung kilang
21.02.09.2004,semembang
21.02.09.2005,telaga tujuh
21.02.10,meral barat
21.02.10.1001,pasir panjang
21.02.10.1002,darussalam
21.02.10.2003,pangke
21.02.10.2004,pangke barat
21.02.11,ungar
21.02.11.1001,alai
21.02.11.2002,batu limau
21.02.11.2003,ngal
21.02.11.2004,sungaibuluh
21.02.12,belat
21.02.12.2001,sebele
21.02.12.2002,lebuh
21.02.12.2003,penarah
21.02.12.2004,sei asam
21.02.12.2005,tebias
21.02.12.2006,degong
21.03,kab. natuna
21.03.04,midai
21.03.04.2001,sebelat
21.03.04.1003,sabang barat
21.03.04.2005,air putih
21.03.05,bunguran barat
21.03.05.2007,mekar jaya
21.03.05.1008,sedanau
21.03.05.2012,binjai
21.03.05.2013,piantengah
21.03.05.2015,selaut
21.03.06,serasan
21.03.06.2002,kampung hilir
21.03.06.1003,serasan
21.03.06.2005,batu berlian
21.03.06.2006,tanjung setelung
21.03.06.2007,tanjung balau
21.03.06.2010,pangkalan
21.03.06.2011,jermalik
21.03.07,bunguran timur
21.03.07.2002,sungai ulu
21.03.07.2004,sepempang
21.03.07.1011,ranai kota
21.03.07.2014,batu gajah
21.03.07.1016,ranai darat
21.03.07.1017,bandarsyah
21.03.07.1019,batu hitam
21.03.08,bunguran utara
21.03.08.2001,kelarik utara
21.03.08.2002,kelarik
21.03.08.2003,kelarik barat
21.03.08.2004,kelarik air mali
21.03.08.2005,teluk buton
21.03.08.2006,belakang gunung
21.03.08.2007,seluan barat
21.03.08.2008,gunung durian
21.03.09,subi
21.03.09.2001,subi
21.03.09.2002,subi besar
21.03.09.2003,meliah
21.03.09.2004,pulau panjang
21.03.09.2005,terayak
21.03.09.2006,pulau kerdau
21.03.09.2007,subi besar timur
21.03.09.2008,meliah selatan
21.03.10,pulau laut
21.03.10.2001,tanjung pala
21.03.10.2002,air payang
21.03.10.2003,kadur
21.03.11,pulau tiga
21.03.11.2001,sabang mawang
21.03.11.2003,sededap
21.03.11.2004,tanjung batang
21.03.11.2005,serantas
21.03.11.2006,sabang mawang barat
21.03.11.2010,teluk labuh
21.03.15,bunguran timur laut
21.03.15.2001,tanjung
21.03.15.2002,ceruk
21.03.15.2003,kelanga
21.03.15.2004,pengadah
21.03.15.2005,sebadai ulu
21.03.15.2006,limau manis
21.03.15.2007,seleman
21.03.16,bunguran tengah
21.03.16.2001,tapau
21.03.16.2002,harapan jaya
21.03.16.2003,air lengit
21.03.18,bunguran selatan
21.03.18.2001,cemaga
21.03.18.2002,cemaga selatan (setengar)
21.03.18.2003,cemaga utara (singgang bulan)
21.03.18.2004,cemaga tengah
21.03.19,serasan timur
21.03.19.2001,arung ayam
21.03.19.2002,air nusa
21.03.19.2004,air ringau
21.03.19.2005,payak
21.03.20,bunguran batubi
21.03.20.2001,batubi jaya
21.03.20.2002,gunung putri
21.03.20.2003,sedarat baru
21.03.20.2004,sedanau timur
21.03.20.2005,semedang
21.03.21,pulau tiga barat
21.03.21.2001,pulau tiga
21.03.21.2002,tanjung kumbik utara
21.03.21.2003,setumuk
21.03.21.2004,selading
21.03.22,suak midai
21.03.22.2001,air kumpai
21.03.22.2002,batu belanak
21.03.22.2003,gunung jambat
21.04,kab. lingga
21.04.01,singkep
21.04.01.1001,dabo
21.04.01.1007,dabo lama
21.04.01.2008,batu berdaun
21.04.01.2009,tanjung harapan
21.04.01.2010,batu kacang
21.04.01.1012,sungailumpur
21.04.02,lingga
21.04.02.2001,pekajang
21.04.02.2002,kelombok
21.04.02.2003,mepar
21.04.02.2006,kelumu
21.04.02.2007,mentuda
21.04.02.2008,merawang
21.04.02.2009,panggak darat
21.04.02.1010,daik
21.04.02.2011,panggak laut
21.04.02.2012,musai
21.04.02.2019,nerekeh
21.04.03,senayang
21.04.03.1001,senayang
21.04.03.2002,mamut
21.04.03.2012,laboh
21.04.03.2013,penaah
21.04.03.2015,baran
21.04.04,singkep barat
21.04.04.2001,bakong
21.04.04.2002,kuala raya
21.04.04.2003,marok tua
21.04.04.2005,sungai buluh
21.04.04.1006,raya
21.04.04.2007,sungai raya
21.04.04.2008,sungai harapan
21.04.04.2009,jagoh
21.04.04.2012,tinjul
21.04.04.2013,langkap
21.04.04.2014,tanjung irat
21.04.04.2015,bukit belah
21.04.05,lingga utara
21.04.05.2001,bukit harapan
21.04.05.2002,duara
21.04.05.2003,limbung
21.04.05.2004,resun
21.04.05.2005,sekanah
21.04.05.2006,teluk
21.04.05.1007,pancur
21.04.05.2008,linau
21.04.05.2009,sungaibesar
21.04.05.2010,rantau panjang
21.04.05.2011,belungkur
21.04.05.2012,resun pesisir
21.04.06,singkep pesisir
21.04.06.2001,berindat
21.04.06.2002,sedamai
21.04.06.2003,lanjut
21.04.06.2004,kote
21.04.06.2005,persing
21.04.06.2006,pelakak
21.04.07,lingga timur
21.04.07.2001,bukitlangkap
21.04.07.2002,keton
21.04.07.2003,pekaka
21.04.07.2004,kerandin
21.04.07.2005,sungai pinang
21.04.07.2006,kudung
21.04.08,selayar
21.04.08.2001,selayar
21.04.08.2002,penuba
21.04.08.2003,penuba timur
21.04.08.2004,pantai harapan
21.04.09,singkep selatan
21.04.09.2001,marok kecil
21.04.09.2002,berhala
21.04.09.2003,resang
21.04.10,kepulauan posek
21.04.10.2001,busung panjang
21.04.10.2002,posek
21.04.10.2003,suak buaya
21.04.11,katang bidare
21.04.11.2001,benan
21.04.11.2002,mensanak
21.04.11.2003,pulau bukit
21.04.11.2004,pulau duyung
21.04.11.2005,pulau medang
21.04.12,temiang pesisir
21.04.12.2001,temiang
21.04.12.2002,tajur biru
21.04.12.2003,pulau batang
21.04.13,bakung serumpun
21.04.13.2001,batu belubang
21.04.13.2002,cempa
21.04.13.2003,pasir panjang
21.04.13.2004,tanjung kelit
21.04.13.2005,tanjung lipat
21.04.13.2006,rejai
21.05,kab. kepulauan anambas
21.05.01,siantan
21.05.01.1001,terempa
21.05.01.2002,terempa barat
21.05.01.2003,tarempa selatan
21.05.01.2004,tarempa timur
21.05.01.2005,pesisir timur
21.05.01.2006,sri tanjung
21.05.01.2007,tarempa barat daya
21.05.02,palmatak
21.05.02.2002,tebang
21.05.02.2003,ladan
21.05.02.2004,payalaman
21.05.02.2005,piabung
21.05.02.2006,langir
21.05.02.2007,candi
21.05.02.2008,putik
21.05.02.2010,teluk bayur
21.05.02.2011,matak
21.05.02.2012,batu ampar
21.05.02.2013,payamaram
21.05.02.2015,belibak
21.05.03,siantan timur
21.05.03.2001,nyamuk
21.05.03.2002,batu belah
21.05.03.2003,munjan
21.05.03.2004,serat
21.05.03.2005,air putih
21.05.03.2006,temburun
21.05.04,siantan selatan
21.05.04.2001,kiabu
21.05.04.2002,telaga
21.05.04.2003,mengkait
21.05.04.2004,tiangau
21.05.04.2005,telaga kecil
21.05.04.2006,lingai
21.05.04.2007,air bini
21.05.05,jemaja timur
21.05.05.2001,kuala maras
21.05.05.2002,ulu maras
21.05.05.2003,bukit padi
21.05.05.2004,genting pulur
21.05.06,jemaja
21.05.06.2001,mampok
21.05.06.2002,rewak
21.05.06.1005,letung
21.05.06.2006,air biru
21.05.06.2008,batu berapit
21.05.06.2009,landak
21.05.07,siantan tengah
21.05.07.2001,air asuk
21.05.07.2002,air sena
21.05.07.2003,teluk siantan
21.05.07.2004,lidi
21.05.07.2005,liuk
21.05.07.2006,teluk sunting
21.05.08,siantan utara
21.05.08.2001,mubur
21.05.08.2002,piasan
21.05.08.2003,bayat
21.05.09,jemaja barat
21.05.09.2001,impol
21.05.09.2002,keramut
21.05.09.2003,sunggak
21.71,kota batam
21.71.01,belakang padang
21.71.01.1002,pemping
21.71.01.1003,kasu
21.71.01.1004,pulau terung
21.71.01.1005,pecong
21.71.01.1006,tanjung sari
21.71.01.1007,sekanak raya
21.71.02,batu ampar
21.71.02.1001,tanjung sengkuang
21.71.02.1002,sungai jodoh
21.71.02.1003,batu merah
21.71.02.1004,kampung seraya
21.71.03,sekupang
21.71.03.1001,sungai harapan
21.71.03.1002,tanjung pinggir
21.71.03.1003,tanjung riau
21.71.03.1005,tiban indah
21.71.03.1006,tiban baru
21.71.03.1007,tiban lama
21.71.03.1008,patam lestari
21.71.04,nongsa
21.71.04.1001,sambau
21.71.04.1002,batu besar
21.71.04.1003,kabil
21.71.04.1004,ngenang
21.71.05,bulang
21.71.05.1001,bulang lintang
21.71.05.1002,pulau buluh
21.71.05.1003,temoyong
21.71.05.1004,batu legong
21.71.05.1005,pantai gelam
21.71.05.1006,pulau setokok
21.71.06,lubuk baja
21.71.06.1001,kampung pelita
21.71.06.1003,lubuk baja kota
21.71.06.1004,batu selicin
21.71.06.1005,tanjung uma
21.71.06.1006,baloi indah
21.71.07,sei beduk
21.71.07.1001,muka kuning
21.71.07.1002,duriangkang
21.71.07.1003,mangsang
21.71.07.1004,tanjung piayu
21.71.08,galang
21.71.08.1001,sijantung
21.71.08.1002,karas
21.71.08.1003,galang baru
21.71.08.1004,sembulang
21.71.08.1005,rempang cate
21.71.08.1006,subang mas
21.71.08.1007,pulau abang
21.71.08.1008,air raja
21.71.09,bengkong
21.71.09.1001,bengkong indah
21.71.09.1002,bengkong laut
21.71.09.1003,sadai
21.71.09.1004,tanjung buntung
21.71.10,batam kota
21.71.10.1001,baloi permai
21.71.10.1002,taman baloi
21.71.10.1003,teluk tering
21.71.10.1004,belian
21.71.10.1005,sukajadi
21.71.10.1006,sungai panas
21.71.11,sagulung
21.71.11.1001,tembesi
21.71.11.1002,sungai binti
21.71.11.1003,sungai lekop
21.71.11.1004,sagulung kota
21.71.11.1005,sungai langkai
21.71.11.1006,sungai pelunggut
21.71.12,batu aji
21.71.12.1001,tanjung uncang
21.71.12.1002,buliang
21.71.12.1003,kibing
21.71.12.1004,bukit tempayan
21.72,kota tanjung pinang
21.72.01,tanjung pinang barat
21.72.01.1001,tanjung pinang barat
21.72.01.1002,kemboja
21.72.01.1003,kampung baru
21.72.01.1004,bukit cermin
21.72.02,tanjung pinang timur
21.72.02.1001,melayu kota piring
21.72.02.1002,kampung bulang
21.72.02.1003,air raja
21.72.02.1004,batu ix
21.72.02.1005,pinang kencana
21.72.03,tanjung pinang kota
21.72.03.1001,tanjung pinang kota
21.72.03.1003,senggarang
21.72.03.1004,penyengat
21.72.03.1005,kampung bugis
21.72.04,bukit bestari
21.72.04.1001,tanjung pinang timur
21.72.04.1002,dompak
21.72.04.1003,tanjung ayun sakti
21.72.04.1004,sei jang
21.72.04.1005,tanjung unggat
31,dki jakarta
31.01,kab. adm. kep. seribu
31.01.01,kepulauan seribu utara
31.01.01.1001,pulau panggang
31.01.01.1002,pulau kelapa
31.01.01.1003,pulau harapan
31.01.02,kepulauan seribu selatan
31.01.02.1001,pulau untung jawa
31.01.02.1002,pulau tidung
31.01.02.1003,pulau pari
31.71,kota adm. jakarta pusat
31.71.01,gambir
31.71.01.1001,gambir
31.71.01.1002,cideng
31.71.01.1003,petojo utara
31.71.01.1004,petojo selatan
31.71.01.1005,kebon kelapa
31.71.01.1006,duri pulo
31.71.02,sawah besar
31.71.02.1001,pasar baru
31.71.02.1002,karang anyar
31.71.02.1003,kartini
31.71.02.1004,gunung sahari utara
31.71.02.1005,mangga dua selatan
31.71.03,kemayoran
31.71.03.1001,kemayoran
31.71.03.1002,kebon kosong
31.71.03.1003,harapan mulia
31.71.03.1004,serdang
31.71.03.1005,gunung sahari selatan
31.71.03.1006,cempaka baru
31.71.03.1007,sumur batu
31.71.03.1008,utan panjang
31.71.04,senen
31.71.04.1001,senen
31.71.04.1002,kenari
31.71.04.1003,paseban
31.71.04.1004,kramat
31.71.04.1005,kwitang
31.71.04.1006,bungur
31.71.05,cempaka putih
31.71.05.1001,cempaka putih timur
31.71.05.1002,cempaka putih barat
31.71.05.1003,rawasari
31.71.06,menteng
31.71.06.1001,menteng
31.71.06.1002,pegangsaan
31.71.06.1003,cikini
31.71.06.1004,gondangdia
31.71.06.1005,kebon sirih
31.71.07,tanah abang
31.71.07.1001,gelora
31.71.07.1002,bendungan hilir
31.71.07.1003,karet tengsin
31.71.07.1004,petamburan
31.71.07.1005,kebon melati
31.71.07.1006,kebon kacang
31.71.07.1007,kampung bali
31.71.08,johar baru
31.71.08.1001,johar baru
31.71.08.1002,kampung rawa
31.71.08.1003,galur
31.71.08.1004,tanah tinggi
31.72,kota adm. jakarta utara
31.72.01,penjaringan
31.72.01.1001,penjaringan
31.72.01.1002,kamal muara
31.72.01.1003,kapuk muara
31.72.01.1004,pejagalan
31.72.01.1005,pluit
31.72.02,tanjung priok
31.72.02.1001,tanjung priok
31.72.02.1002,sunter jaya
31.72.02.1003,papanggo
31.72.02.1004,sungai bambu
31.72.02.1005,kebon bawang
31.72.02.1006,sunter agung
31.72.02.1007,warakas
31.72.03,koja
31.72.03.1001,koja
31.72.03.1002,tugu utara
31.72.03.1003,lagoa
31.72.03.1004,rawa badak utara
31.72.03.1005,tugu selatan
31.72.03.1006,rawa badak selatan
31.72.04,cilincing
31.72.04.1001,cilincing
31.72.04.1002,sukapura
31.72.04.1003,marunda
31.72.04.1004,kalibaru
31.72.04.1005,semper timur
31.72.04.1006,rorotan
31.72.04.1007,semper barat
31.72.05,pademangan
31.72.05.1001,pademangan timur
31.72.05.1002,pademangan barat
31.72.05.1003,ancol
31.72.06,kelapa gading
31.72.06.1001,kelapa gading timur
31.72.06.1002,pegangsaan dua
31.72.06.1003,kelapa gading barat
31.73,kota adm. jakarta barat
31.73.01,cengkareng
31.73.01.1001,cengkareng barat
31.73.01.1002,duri kosambi
31.73.01.1003,rawa buaya
31.73.01.1004,kedaung kali angke
31.73.01.1005,kapuk
31.73.01.1006,cengkareng timur
31.73.02,grogol petamburan
31.73.02.1001,grogol
31.73.02.1002,tanjung duren utara
31.73.02.1003,tomang
31.73.02.1004,jelambar
31.73.02.1005,tanjung duren selatan
31.73.02.1006,jelambar baru
31.73.02.1007,wijaya kusuma
31.73.03,taman sari
31.73.03.1001,taman sari
31.73.03.1002,krukut
31.73.03.1003,maphar
31.73.03.1004,tangki
31.73.03.1005,mangga besar
31.73.03.1006,keagungan
31.73.03.1007,glodok
31.73.03.1008,pinangsia
31.73.04,tambora
31.73.04.1001,tambora
31.73.04.1002,kali anyar
31.73.04.1003,duri utara
31.73.04.1004,tanah sereal
31.73.04.1005,krendang
31.73.04.1006,jembatan besi
31.73.04.1007,angke
31.73.04.1008,jembatan lima
31.73.04.1009,pekojan
31.73.04.1010,roa malaka
31.73.04.1011,duri selatan
31.73.05,kebon jeruk
31.73.05.1001,kebon jeruk
31.73.05.1002,sukabumi utara
31.73.05.1003,sukabumi selatan
31.73.05.1004,kelapa dua
31.73.05.1005,duri kepa
31.73.05.1006,kedoya utara
31.73.05.1007,kedoya selatan
31.73.06,kalideres
31.73.06.1001,kalideres
31.73.06.1002,semanan
31.73.06.1003,tegal alur
31.73.06.1004,kamal
31.73.06.1005,pegadungan
31.73.07,pal merah
31.73.07.1001,palmerah
31.73.07.1002,slipi
31.73.07.1003,kota bambu utara
31.73.07.1004,jatipulo
31.73.07.1005,kemanggisan
31.73.07.1006,kota bambu selatan
31.73.08,kembangan
31.73.08.1001,kembangan utara
31.73.08.1002,meruya utara
31.73.08.1003,meruya selatan
31.73.08.1004,srengseng
31.73.08.1005,joglo
31.73.08.1006,kembangan selatan
31.74,kota adm. jakarta selatan
31.74.01,tebet
31.74.01.1001,tebet timur
31.74.01.1002,tebet barat
31.74.01.1003,menteng dalam
31.74.01.1004,kebon baru
31.74.01.1005,bukit duri
31.74.01.1006,manggarai selatan
31.74.01.1007,manggarai
31.74.02,setiabudi
31.74.02.1001,setia budi
31.74.02.1002,karet semanggi
31.74.02.1003,karet kuningan
31.74.02.1004,karet
31.74.02.1005,menteng atas
31.74.02.1006,pasar manggis
31.74.02.1007,guntur
31.74.02.1008,kuningan timur
31.74.03,mampang prapatan
31.74.03.1001,mampang prapatan
31.74.03.1002,bangka
31.74.03.1003,pela mampang
31.74.03.1004,tegal parang
31.74.03.1005,kuningan barat
31.74.04,pasar minggu
31.74.04.1001,pasar minggu
31.74.04.1002,jati padang
31.74.04.1003,cilandak timur
31.74.04.1004,ragunan
31.74.04.1005,pejaten timur
31.74.04.1006,pejaten barat
31.74.04.1007,kebagusan
31.74.05,kebayoran lama
31.74.05.1001,kebayoran lama utara
31.74.05.1002,pondok pinang
31.74.05.1003,cipulir
31.74.05.1004,grogol utara
31.74.05.1005,grogol selatan
31.74.05.1006,kebayoran lama selatan
31.74.06,cilandak
31.74.06.1001,cilandak barat
31.74.06.1002,lebak bulus
31.74.06.1003,pondok labu
31.74.06.1004,gandaria selatan
31.74.06.1005,cipete selatan
31.74.07,kebayoran baru
31.74.07.1001,melawai
31.74.07.1002,gunung
31.74.07.1003,kramat pela
31.74.07.1004,selong
31.74.07.1005,rawa barat
31.74.07.1006,senayan
31.74.07.1007,pulo
31.74.07.1008,petogogan
31.74.07.1009,gandaria utara
31.74.07.1010,cipete utara
31.74.08,pancoran
31.74.08.1001,pancoran
31.74.08.1002,kalibata
31.74.08.1003,rawajati
31.74.08.1004,duren tiga
31.74.08.1005,pengadegan
31.74.08.1006,cikoko
31.74.09,jagakarsa
31.74.09.1001,jagakarsa
31.74.09.1002,srengseng sawah
31.74.09.1003,ciganjur
31.74.09.1004,lenteng agung
31.74.09.1005,tanjung barat
31.74.09.1006,cipedak
31.74.10,pesanggrahan
31.74.10.1001,pesanggrahan
31.74.10.1002,bintaro
31.74.10.1003,petukangan utara
31.74.10.1004,petukangan selatan
31.74.10.1005,ulujami
31.75,kota adm. jakarta timur
31.75.01,matraman
31.75.01.1001,pisangan baru
31.75.01.1002,utan kayu utara
31.75.01.1003,kayu manis
31.75.01.1004,palmeriam
31.75.01.1005,kebon manggis
31.75.01.1006,utan kayu selatan
31.75.02,pulogadung
31.75.02.1001,pulo gadung
31.75.02.1002,pisangan timur
31.75.02.1003,cipinang
31.75.02.1004,jatinegara kaum
31.75.02.1005,rawamangun
31.75.02.1006,kayu putih
31.75.02.1007,jati
31.75.03,jatinegara
31.75.03.1001,kampung melayu
31.75.03.1002,bidara cina
31.75.03.1003,bali mester
31.75.03.1004,rawa bunga
31.75.03.1005,cipinang cempedak
31.75.03.1006,cipinang muara
31.75.03.1007,cipinang besar selatan
31.75.03.1008,cipinang besar utara
31.75.04,kramatjati
31.75.04.1001,kramatjati
31.75.04.1002,tengah
31.75.04.1003,dukuh
31.75.04.1004,batu ampar
31.75.04.1005,balekambang
31.75.04.1006,cililitan
31.75.04.1007,cawang
31.75.05,pasar rebo
31.75.05.1001,gedong
31.75.05.1002,baru
31.75.05.1003,cijantung
31.75.05.1004,kalisari
31.75.05.1005,pekayon
31.75.06,cakung
31.75.06.1001,jatinegara
31.75.06.1002,rawa terate
31.75.06.1003,penggilingan
31.75.06.1004,cakung timur
31.75.06.1005,pulo gebang
31.75.06.1006,ujung menteng
31.75.06.1007,cakung barat
31.75.07,duren sawit
31.75.07.1001,duren sawit
31.75.07.1002,pondok bambu
31.75.07.1003,klender
31.75.07.1004,pondok kelapa
31.75.07.1005,malaka sari
31.75.07.1006,malaka jaya
31.75.07.1007,pondok kopi
